,Index,header,NumberofInstances,Area,NumberofAttributes,DateDonated,MissingValues,NumberofWebHits,multivariate_data,time_series_data,data_generator_data,domain_theory_data,image_data,relational_data,sequential_data,spatial_data,univariate_data,spatio_temporal_data,text_data,transactional_data,num_data_characteristics,categorical_attributes,real_attributes,integer_attributes,no_listed_attributes,num_attribute_characteristics,causal_discover_task,classification_task,regression_task,function_learning_task,reccomendation_task,description_task,relational_learning_task,no_given_task,clustering_task,num_associated_tasks,source_institution_places,year_donated,year_month_donated,DatasetAge,DatapointCount,data_ext_url,small,dataset_URL,data_folder,shortname,dataset_count,max_size,sum_sizes,Percent of Summed File Sizes in Bytes,Percent of Summed Row Counts,Percent of Summed Datapoint Counts
225,159,ISOLET Data Set,7797,Computer,617,9/12/1994,No,122817,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Oregon State University', 'Corvallis, OR', 'United States', 'USA']]",1994,Sep-94,26,4810749.0,"[['Index', '189B'], ['isolet.info', '7K'], ['isolet.names', '10K'], ['isolet1+2+3+4.data.Z', '7M'], ['isolet5.data.Z', '1M']]",0,ISOLET,/isolet/,isolet,1,7000000,8017189,6.761056884151119e-05,2.4078968491948625e-05,1.0210373672914886e-07
226,199,ISTANBUL STOCK EXCHANGE Data Set,536,Business,8,6/1/2013,No,136096,1,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"[['University of Tennessee', 'Knoxville, TN', 'United States', 'USA']]",2013,13-Jun,7,4288.0,"[['data_akbilgic.xlsx', '68K']]",0,ISTANBUL+STOCK+EXCHANGE,/00247/,00247,1,68000,68000,6.56788383031823e-07,1.6552939735391129e-06,9.100886849315779e-11
227,296,Japanese Credit Screening Data Set,125,Financial,0,3/19/1992,No,107379,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",1992,Mar-92,28,0.0,[],0,Japanese+Credit+Screening,/credit-screening,credit-screenin,1,0,0,0.0,3.860293781574424e-07,0.0
228,324,KASANDR Data Set,17764280,Life,2158859,5/16/2017,No,33836,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,"[['Université Grenoble Alpes', 'Grenoble', 'France', 'FRA']]",2017,17-May,3,38400000000000.0,"[['de.tar.bz2', '900M']]",0,KASANDR,/00385/,00385,1,900000000,900000000,0.00869278742248001,0.05486027169451752,0.81500479247604
229,182,KDC-4007 dataset Collection Data Set,4007,Computer,0,4/27/2017,No,31104,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,"[['University of Sulaimania', 'Kurdistan', 'Iraq', 'IRQ']]",2017,17-Apr,3,0.0,"[['KDC-4007-Dataset.rar', '852K']]",0,KDC-4007+dataset+Collection,/00376/,00376,1,852000,852000,8.229172093281076e-06,1.2374557746214973e-05,0.0
230,327,KDD Cup 1998 Data Data Set,191779,Other,481,7/20/1998,Yes,78103,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,2,"[['University of Cambridge', 'Cambridge', 'United Kingdom', 'GBR']]",1998,Jul-98,22,92245699.0,"[['kddcup98.html', '3K'], ['readme', '4K'], ['restrictions', '1K']]",0,KDD+Cup+1998+Data,/kddcup98-mld/,kddcup98-mld,1,4000,8000,3.8634610766577823e-08,0.0005922586249092492,1.9578303846432874e-06
231,495,KDD Cup 1999 Data Data Set,4000000,Computer,42,1/1/1999,No,155954,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,,1999,Jan-99,21,168000000.0,"[['corrected.gz', '1M'], ['kddcup.data.gz', '17M'], ['kddcup.data_10_percent.gz', '2M'], ['kddcup.names', '1K'], ['kddcup.newtestdata_10_percent_unlabeled.gz', '1M'], ['kddcup.testdata.unlabeled.gz', '10M'], ['kddcup.testdata.unlabeled_10_percent.gz', '1M'], ['kddcup99.html', '2K'], ['task.html', '10K'], ['training_attack_types', '272B'], ['typo-correction.txt', '825B']]",0,KDD+Cup+1999+Data,/kddcup99-mld/,kddcup99-mld,1,17000000,32014097,0.00016419709575795575,0.012352940101038157,3.5656459670826744e-06
232,465,KEGG Metabolic Reaction Network (Undirected) Data Set,65554,Life,29,11/28/2011,Yes,53800,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,1,2,"[['Mohammad Ali Jinnah University', 'Islamabad', 'Pakistan', 'PAK'], ['Pir Mehr Ali Shah Arid Agriculture University Rawalpinid', 'Rawalpindi', 'Pakistan', 'PAK']]",2011,11-Nov,9,1901066.0,"[['Reaction%20Network%20(Undirected).data', '11M']]",0,KEGG+Metabolic+Reaction+Network+%28Undirected%29,/00221/,00221,1,11000000,11000000,0.00010624517960808902,0.00020244615884586382,4.034838283367852e-08
233,41,KEGG Metabolic Relation Network (Directed) Data Set,53414,Life,24,11/28/2011,No,56566,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,1,2,"[['Mohammad Ali Jinnah University', 'Islamabad', 'Pakistan', 'PAK'], ['Pir Mehr Ali Shah Arid Agriculture University Rawalpinid', 'Rawalpindi', 'Pakistan', 'PAK']]",2011,11-Nov,9,1281936.0,"[['Relation%20Network%20(Directed).data', '7M']]",0,KEGG+Metabolic+Relation+Network+%28Directed%29,/00220/,00220,1,7000000,7000000,6.761056884151119e-05,0.00016495498563921302,2.7207916240821996e-08
234,156,Kinship Data Set,104,Social,12,7/1/1990,No,76204,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,,1990,Jul-90,30,1248.0,"[['Index', '114B'], ['kinship.data', '2K'], ['kinship.names', '1K']]",1,Kinship,/kinship/,kinship,1,2000,3114,1.9317305383288912e-08,3.2117644262699203e-07,2.6487655755471298e-11
235,24,Kitsune Network Attack Dataset Data Set,27170754,Computer,115,10/16/2019,No,114874,1,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,"[['Ben-Gurion University of the Negev', 'Beersheba', 'Israel', 'ISR']]",2019,19-Oct,1,3124636710.0,"[['description.txt', '1K']]",1,Kitsune+Network+Attack+Dataset,/00516/,00516,1,1000,1000,9.658652691644456e-09,0.08390967416551072,6.631754930720225e-05
236,447,Labor Relations Data Set,57,Social,16,11/1/1988,No,78116,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0,1,0,3,"[['University of Ottawa', 'Ottawa', 'Canada', 'CAN']]",1988,Nov-88,32,912.0,"[['Index', '218B'], ['labor-negotiations.data', '6K'], ['labor-negotiations.names', '3K'], ['labor-negotiations.test', '6K']]",1,Labor+Relations,/labor-negotiations/,labor-negotiations,1,6000,15218,5.795191614986674e-08,1.7602939643979372e-07,1.935636382130595e-11
237,332,Las Vegas Strip Data Set,504,Business,20,7/23/2017,No,93577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,,2017,17-Jul,3,10080.0,"[['LasVegasTripAdvisorReviews-Dataset.csv', '59K']]",1,Las+Vegas+Strip,/00397/,00397,1,59000,59000,5.69860508807023e-07,1.5564704527308075e-06,2.1393875802496047e-10
238,248,Leaf Data Set,340,Computer,16,2/24/2014,No,125370,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Porto', 'Porto', 'Portugal', 'PRT']]",2014,14-Feb,6,5440.0,"[['leaf.zip', '77M']]",0,Leaf,/00288/,00288,1,77000000,77000000,0.0007437162572566231,1.0499999085882432e-06,1.1545901226743899e-10
239,50,LED Display Domain Data Set,0,Computer,7,11/10/1988,No,69411,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Wadsworth International Group', 'Belmont, CA', 'United States', 'USA']]",1988,Nov-88,32,0.0,"[['Index', '213B'], ['led-creator-+17.c', '4K'], ['led-creator-+17.names', '1K'], ['led-creator.c', '4K'], ['led-creator.names', '2K']]",0,LED+Display+Domain,/led-display-creator/,led-display-creator,1,4000,11213,3.8634610766577823e-08,0.0,0.0
240,429,Legal Case Reports Data Set,0,Other,0,10/19/2012,No,88204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['University of New South Wales', 'Sydney', 'Australia', 'AUS']]",2012,12-Oct,8,0.0,"[['corpus.zip', '80M']]",0,Legal+Case+Reports,/00239/,00239,1,80000000,80000000,0.0007726922153315565,0.0,0.0
241,99,Lenses Data Set,24,Other,4,8/1/1990,No,173869,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Carnegie-Mellon University', 'Pittsburgh, PA', 'United States', 'USA']]",1990,Aug-90,30,96.0,"[['Index', '111B'], ['lenses.data', '408B'], ['lenses.names', '1K']]",1,Lenses,/lenses/,lenses,1,1000,1519,9.658652691644456e-09,7.411764060622894e-08,2.0375119811900997e-12
242,217,Letter Recognition Data Set,20000,Computer,16,1/1/1991,No,391541,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Northwestern University', 'Evanston, IL', 'United States', 'USA'], ['Odesta Corporation', 'Evanston, IL', 'United States', 'USA']]",1991,Jan-91,29,320000.0,"[['Index', '194B'], ['letter-recognition.data', '695K'], ['letter-recognition.data.Z', '187K'], ['letter-recognition.names', '2K']]",1,Letter+Recognition,/letter-recognition/,letter-recognition,1,695000,884194,6.712763620692897e-06,6.176470050519077e-05,6.791706603966999e-09
243,400,Libras Movement Data Set,360,Other,91,8/17/2009,No,84958,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['University of São Paulo', 'Sao Paulo', 'Brazil', 'BRA']]",2009,9-Aug,11,32760.0,"[['movement_libras.data', '250K'], ['movement_libras.names', '4K'], ['movement_libras_1.data', '31K'], ['movement_libras_10.data', '188K'], ['movement_libras_5.data', '62K'], ['movement_libras_8.data', '93K'], ['movement_libras_9.data', '31K']]",1,Libras+Movement,/libras/,libras,1,250000,659000,2.414663172911114e-06,1.111764609093434e-06,6.953009635811215e-10
244,333,Liver Disorders Data Set,345,Life,7,5/15/1990,No,179051,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0,1,0,3,"[['University of Nottingham', 'Nottingham', 'United Kingdom', 'GBR']]",1990,May-90,30,2415.0,"[['Index', '143B'], ['bupa.data', '7K'], ['bupa.names', '1K'], ['noteDuplicates.txt', '252B']]",1,Liver+Disorders,/liver-disorders/,liver-disorders,1,7000,8395,6.76105688415112e-08,1.065441083714541e-06,5.125616077681345e-11
245,157,Localization Data for Person Activity Data Set,164860,Life,8,11/3/2010,No,105864,0,1,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Jozef Stefan Institute', 'Ljubljana', 'Slovenia', 'SVN']]",2010,10-Nov,10,1318880.0,"[['ConfLongDemo_JSI.txt', '20M'], ['dataSetDescription.names', '2K']]",0,Localization+Data+for+Person+Activity,/00196/,00196,1,20000000,20002000,0.00019317305383288912,0.0005091264262642876,2.799201876824999e-08
246,154,Low Resolution Spectrometer Data Set,531,Physical,102,3/1/1988,No,53000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['NASA', 'Washington, DC', 'United States', 'USA']]",1988,Mar-88,32,54162.0,"[['Index', '221B'], ['gennari-message', '5K'], ['lrs.data', '493K'], ['lrs.names', '5K'], ['original.data.Z', '241K'], ['original.names', '3K']]",1,Low+Resolution+Spectrometer,/spectrometer/,spectrometer,1,493000,747221,4.761715776980717e-06,1.6398527984128151e-06,1.1495387908876894e-09
247,302,LSVT Voice Rehabilitation Data Set,126,Life,309,2/19/2014,No,34377,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Oxford', 'Oxford', 'United Kingdom', 'GBR']]",2014,14-Feb,6,38934.0,"[['LSVT_voice_rehabilitation.zip', '592K']]",0,LSVT+Voice+Rehabilitation,/00282/,00282,1,592000,592000,5.717922393453518e-06,3.891176131827019e-07,8.263384528714098e-10
248,385,Lung Cancer Data Set,32,Life,56,5/1/1992,Yes,302768,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Institute of Pharmaceutical and Food Analysis and Technologies', 'Genoa', 'Italy', 'ITA']]",1992,May-92,28,1792.0,"[['Index', '126B'], ['lung-cancer.data', '3K'], ['lung-cancer.names', '2K']]",1,Lung+Cancer,/lung-cancer/,lung-cancer,1,3000,5126,2.897595807493337e-08,9.882352080830524e-08,3.80335569822152e-11
249,281,Lymphography Data Set,148,Life,18,11/1/1988,No,89642,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Jozef Stefan Institute', 'Ljubljana', 'Slovenia', 'SVN'], ['University E.Kardelj', 'Ljubljana', 'Slovenia', 'SVN']]",1988,Nov-88,32,2664.0,"[['Index', '129B'], ['lymphography.data', '5K'], ['lymphography.names', '3K']]",1,Lymphography,/lymphography/,lymphography,1,5000,8129,4.829326345822228e-08,4.570587837384118e-07,5.654095747802527e-11
250,246,M. Tuberculosis Genes Data Set,0,Life,0,7/14/2001,No,37898,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"[['University of Wales Aberystwyth', 'Aberystwyth', 'United Kingdom', 'GBR']]",2001,1-Jul,19,0.0,"[['tb.data.html', '8K'], ['tb.html', '1K'], ['tb_data.pl.bz2', '17M'], ['tb_data.pl.gz', '27M'], ['tb_functions.pl.bz2', '23K'], ['tb_functions.pl.gz', '29K']]",0,M.+Tuberculosis+Genes,/tb-mld/,tb-mld,1,27000000,44061000,0.0002607836226744003,0.0,0.0
251,483,Machine Learning based ZZAlpha Ltd. Stock Recommendations 2012-2014 Data Set,314080,Business,0,6/6/2015,Yes,51645,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['ZZAlpha Ltd.', 'Tucson, AZ', 'United States', 'USA']]",2015,15-Jun,5,0.0,"[['sNewsListWResults3yr.zip', '18M']]",0,Machine+Learning+based+ZZAlpha+Ltd.+Stock+Recommendations+2012-2014,/00337/,00337,1,18000000,18000000,0.0001738557484496002,0.000969952856733516,0.0
252,176,Madelon Data Set,4400,Other,500,2/29/2008,No,135366,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of California, Berkeley', 'Berkeley, CA', 'United States', 'USA']]",2008,8-Feb,12,2200000.0,"[['Dataset.pdf', '442K'], ['madelon_valid.labels', '1K']]",0,Madelon,/madelon/,madelon,1,442000,443000,4.2691244897068496e-06,1.358823411114197e-05,4.669298290227312e-08
253,34,MAGIC Gamma Telescope Data Set,19020,Physical,11,5/1/2007,No,115046,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Institute of Computer Science (ICS) of the Academy of Sciences of the Czech Republic', 'Prague', 'Czech Republic', 'CZE']]",2007,7-May,13,209220.0,"[['magic04.data', '1M'], ['magic04.names', '5K']]",0,MAGIC+Gamma+Telescope,/magic/,magic,1,1000000,1005000,9.658652691644457e-06,5.873823018043643e-05,4.440502674006174e-09
254,39,Mammographic Mass Data Set,961,Life,6,10/29/2007,Yes,172853,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['University Erlangen-Nuremberg', 'Erlangen', 'Germany', 'DEU']]",2007,7-Oct,13,5766.0,"[['mammographic_masses.data', '13K'], ['mammographic_masses.names', '3K']]",1,Mammographic+Mass,/mammographic-masses/,mammographic-masses,1,13000,16000,1.2556248499137793e-07,2.967793859274417e-06,1.2237806337023037e-10
255,418,Mechanical Analysis Data Set,209,Computer,8,6/1/1990,No,99144,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,"[['University of Torino', 'Torino', 'Italy', 'ITA']]",1990,Jun-90,30,1672.0,"[['Index', '128B']]",0,Mechanical+Analysis,/mechanical-analysis/,mechanical-analysis,1,128,128,1.2363075445304904e-09,6.454411202792437e-07,3.548666700572757e-11
256,357,Meta-data Data Set,528,Other,22,3/1/1996,Yes,74679,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,"[['University of Porto', 'Porto', 'Portugal', 'PRT']]",1996,Mar-96,24,11616.0,"[['Index', '110B'], ['meta.data', '66K'], ['meta.names', '4K']]",1,Meta-data,/meta-data/,meta-data,1,66000,70110,6.374710776485341e-07,1.6305880933370365e-06,2.4653894972400207e-10
257,428,Metro Interstate Traffic Volume Data Set,48204,Other,9,5/7/2019,No,43754,1,1,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,2,0,0,1,0,0,0,0,0,0,2,,2019,19-May,1,433836.0,"[['Metro_Interstate_Traffic_Volume.csv.gz', '395K']]",1,Metro+Interstate+Traffic+Volume,/00492/,00492,1,395000,395000,3.8151678131995605e-06,0.00014886528115761082,9.20777133199571e-09
258,291,MEU-Mobile KSD Data Set,2856,Computer,71,5/14/2016,No,12518,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Jordan University of Science and Technology', 'Irbid', 'Jordan', 'JOR']]",2016,16-May,4,202776.0,"[['MEU-Mobile%20KSD%202016.xlsx', '1M']]",0,MEU-Mobile+KSD,/00399/,00399,1,1000000,1000000,9.658652691644457e-06,8.819999232141244e-06,4.303734682268788e-09
259,377,MEx Data Set,6262,Computer,710,9/20/2019,No,12006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['Robert Gordon University', 'Aberdeen', 'United Kingdom', 'GBR']]",2019,19-Sep,1,4446020.0,"[['data.zip', '79M']]",0,MEx,/00500/,00500,1,79000000,79000000,0.0007630335626399121,1.9338527728175233e-05,9.436269811052925e-08
260,62,MHEALTH Dataset Data Set,120,Computer,23,12/7/2014,No,99662,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Granada', 'Granada', 'Spain', 'ESP']]",2014,14-Dec,6,2760.0,"[['MHEALTHDATASET.zip', '72M']]",0,MHEALTH+Dataset,/00319/,00319,1,72000000,72000000,0.0006954229937984008,3.705882030311447e-07,5.857846945921537e-11
261,470,Mice Protein Expression Data Set,1080,Life,82,8/4/2015,Yes,79082,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['Universidad Complutense de Madrid', 'Madrid', 'Spain', 'ESP'], ['Polish Academy of Sciences', 'Warszawa', 'Poland', 'POL']]",2015,15-Aug,5,88560.0,"[['Data_Cortex_Nuclear.xls', '1M']]",0,Mice+Protein+Expression,/00342/,00342,1,1000000,1000000,9.658652691644457e-06,3.335293827280302e-06,1.879604802647867e-09
262,198,microblogPCU Data Set,221579,Computer,20,3/17/2015,Yes,49525,1,0,0,0,0,0,1,0,1,0,1,0,3,0,1,1,0,2,1,1,0,0,0,0,0,0,0,2,"[[""Xi'an Jiaotong University"", ""Xi'an"", 'China', 'CHN']]",2015,15-Mar,5,4431580.0,"[['microblogPCU.zip', '5M']]",0,microblogPCU,/00323/,00323,1,5000000,5000000,4.829326345822228e-05,0.0006842880286619834,9.405622235002524e-08
263,289,MicroMass Data Set,931,Life,1300,8/12/2013,No,47083,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['bioMérieux', ""Marcy l'Etoile"", 'France', 'FRA']]",2013,13-Aug,7,1210300.0,"[['micromass.zip', '724K'], ['micromass_un_anonymized.zip', '770K'], ['pure_spectra_taxonomy.png', '54K']]",0,MicroMass,/00253/,00253,1,770000,1548000,7.437162572566231e-06,2.875146808516631e-06,2.5687507821191434e-08
264,189,MiniBooNE particle identification Data Set,130065,Physical,50,12/13/2010,No,52085,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Michigan', 'Ann Arbor, MI', 'United States', 'USA']]",2010,10-Dec,10,6503250.0,"[['MiniBooNE_PID.txt', '86M']]",0,MiniBooNE+particle+identification,/00199/,00199,1,86000000,86000000,0.0008306441314814233,0.00040167128856038195,1.380255186632762e-07
265,426,Miskolc IIS Hybrid IPS Data Set,1540,Computer,67,7/4/2016,Yes,13341,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,"[['University of Miskolc', 'Miskolc', 'Hungary', 'HUN']]",2016,16-Jul,4,103180.0,[],0,Miskolc+IIS+Hybrid+IPS,/00375/,00375,1,0,0,0.0,4.7558819388996904e-06,2.1899008981166094e-09
266,38,Mobile Robots Data Set,0,Computer,0,7/15/1995,No,73865,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0,1,0,3,"[['University of Dortmund', 'Dortmund', 'Germany', 'DEU']]",1995,Jul-95,25,0.0,"[['Index', '131B'], ['mobile-robots.names', '6K'], ['mobile-robots.tar.gz', '1M']]",0,Mobile+Robots,/mobile-robots/,mobile-robots,1,1000000,1006131,9.658652691644457e-06,0.0,0.0
267,174,MoCap Hand Postures Data Set,78095,Computer,38,11/22/2016,Yes,21558,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,1,2,"[['Quinnipiac University', 'Hamden, CT', 'United States', 'USA'], ['Louisiana Tech University', 'Ruston, LA', 'United States', 'USA']]",2016,16-Nov,4,2967610.0,"[['allUsers.lcl.csv', '32M']]",0,MoCap+Hand+Postures,/00391/,00391,1,32000000,32000000,0.0003090768861326226,0.0002411757142976437,6.298480135937033e-08
268,80,Molecular Biology (Promoter Gene Sequences) Data Set,106,Life,58,6/30/1990,No,78137,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of South Carolina', 'Columbia, SC', 'United States', 'USA'], ['University of Wisconsin', 'Madison, WI', 'United States', 'USA']]",1990,Jun-90,30,6148.0,"[['Index', '172B'], ['promoters.data', '6K'], ['promoters.names', '3K'], ['promoters.theory', '1K']]",1,Molecular+Biology+%28Promoter+Gene+Sequences%29,/molecular-biology/promoter-gene-sequences/,prom-gene-seq,1,6000,10172,5.795191614986674e-08,3.273529126775111e-07,1.3048566312871596e-10
269,168,Molecular Biology (Splice-junction Gene Sequences) Data Set,3190,Life,61,1/1/1992,No,101540,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of South Carolina', 'Columbia, SC', 'United States', 'USA'], ['Rutgers University', 'New Brunswick, NJ', 'United States', 'USA']]",1992,Jan-92,28,194590.0,"[['Index', '205B'], ['splice.data', '311K'], ['splice.data.Z', '83K'], ['splice.names', '5K'], ['splice.theory', '2K']]",1,Molecular+Biology+%28Splice-junction+Gene+Sequences%29,/molecular-biology/splice-junction-gene-sequences/,splice-junct-gene-seq,1,311000,401205,3.003840987101426e-06,9.851469730577929e-06,4.129994337706057e-09
270,485,MONK's Problems Data Set,432,Other,7,10/1/1992,No,211055,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Carnegie-Mellon University', 'Pittsburgh, PA', 'United States', 'USA']]",1992,Oct-92,28,3024.0,"[['Index', '405B'], ['monks-1.test', '10K'], ['monks-1.train', '2K'], ['monks-2.test', '10K'], ['monks-2.train', '3K'], ['monks-3.test', '10K'], ['monks-3.train', '2K'], ['monks.names', '2K'], ['thrun.comparison.dat', '55K'], ['thrun.comparison.ps.Z', '574K'], ['update', '9K']]",0,MONK%27s+Problems,/monks-problems/,monks-problems,1,574000,677405,5.5440666450039175e-06,1.3341175309121208e-06,6.418162740748814e-11
271,370,Moral Reasoner Data Set,202,Computer,0,6/1/1994,No,39876,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",1994,Jun-94,26,0.0,"[['Index', '150B'], ['moral.data', '119K'], ['moral.info', '2K'], ['moral.theory', '2K']]",1,Moral+Reasoner,/moral-reasoner/,moral-reasoner,1,119000,123150,1.1493796703056903e-06,6.238234751024269e-07,0.0
272,312,Motion Capture Hand Postures Data Set,78095,Computer,38,1/27/2017,Yes,29244,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['Quinnipiac University', 'Hamden, CT', 'United States', 'USA'], ['Louisiana Tech University', 'Ruston, LA', 'United States', 'USA']]",2017,17-Jan,3,2967610.0,"[['Postures.zip', '13M']]",0,Motion+Capture+Hand+Postures,/00405/,00405,1,13000000,13000000,0.00012556248499137794,0.0002411757142976437,6.298480135937033e-08
273,203,Movie Data Set,10000,Other,0,7/7/1999,Yes,209087,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"[['Stanford University', 'Stanford, CA', 'United States', 'USA']]",1999,Jul-99,21,0.0,"[['doc.html', '48K'], ['movies.data.html', '6K'], ['movies.html', '1K'], ['questions', '51B'], ['uciform', '6K']]",1,Movie,/movies-mld/,movies-mld,1,48000,61051,4.636153291989339e-07,3.088235025259539e-05,0.0
274,315,Mturk User-Perceived Clusters over Images Data Set,180,Computer,500,11/2/2016,No,8734,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,"[['National Tsing Hua University', 'Hsinchu', 'Taiwan', 'TWN']]",2016,16-Nov,4,90000.0,"[['Mturk%20User-Perceived%20Clusters%20over%20Images.zip', '57K']]",0,Mturk+User-Perceived+Clusters+over+Images,/00416/,00416,1,57000,57000,5.50543203423734e-07,5.55882304546717e-07,1.9101674823657185e-09
275,282,Multimodal Damage Identification for Humanitarian Computing Data Set,5879,Social,0,6/1/2018,No,11981,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['American University of Beirut', 'Beirut', 'Lebanon', 'LBN']]",2018,18-Jun,2,0.0,"[['multimodal-deep-learning-disaster-response-mouzannar.zip', '1G']]",0,Multimodal+Damage+Identification+for+Humanitarian+Computing,/00456/,00456,1,1000000000,1000000000,0.009658652691644455,1.815573371350083e-05,0.0
