Unnamed: 0,header,NumberofInstances,Area,NumberofAttributes,DateDonated,MissingValues,NumberofWebHits,multivariate_data,time_series_data,data_generator_data,domain_theory_data,image_data,relational_data,sequential_data,spatial_data,univariate_data,spatio_temporal_data,text_data,transactional_data,num_data_characteristics,categorical_attributes,real_attributes,integer_attributes,no_listed_attributes,num_attribute_characteristics,causal_discover_task,classification_task,regression_task,function_learning_task,reccomendation_task,description_task,relational_learning_task,no_given_task,clustering_task,num_associated_tasks,source_institution_places,year_donated,year_month_donated,DatasetAge,DatapointCount
0,Smartphone-Based Recognition of Human Activities and Postural Transitions Data Set,10929,Life,561,7/29/2015,No,173081,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Universite degli Studi di Genova', 'Genoa', 'Italy', 'ITA'], ['Universitat Politecnica de Catalunya', 'Barcelona', 'Spain', 'ESP'], ['University of Genoa', 'Genoa', 'Italy', 'ITA']]",2015,7-2015,5,6131169
1,Divorce Predictors data set Data Set,170,Life,54,7/24/2019,No,77119,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Haci Bektas Veli Nevsehir University', 'Nevsehir', 'Turkey', 'TUR']]",2019,7-2019,1,9180
2,Online Shoppers Purchasing Intention Dataset Data Set,12330,Business,18,8/31/2018,No,86113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,1,2,"[['Bahcesehir University', 'Istanbul', 'Turkey', 'TUR']]",2018,8-2018,2,221940
3,University Data Set,285,Other,17,7/1/1988,Yes,220698,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,,1988,7-1988,32,4845
4,QtyT40I10D100K Data Set,3960456,Other,4,10/21/2012,No,41246,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,"[['Kharazmi University', 'Tehran', 'Iran', 'IRN']]",2012,10-2012,8,15841824
5,Crop mapping using fused optical-radar data set Data Set,325834,Other,175,6/16/2020,No,1506,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Tehran', 'Tehran', 'Iran', 'IRN']]",2020,6-2020,0,57020950
6,PAMAP2 Physical Activity Monitoring Data Set,3850505,Computer,52,8/6/2012,Yes,93948,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Deutsches Forschungszentrum f¸r K¸nstliche Intelligenz GmbH', 'Kaiserslautern', 'Germany', 'DEU']]",2012,8-2012,8,200226260
7,Rice Leaf Diseases Data Set,120,Computer,0,4/14/2019,No,40680,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Dharmsinh Desai University', 'Gujarat', 'India', 'IND']]",2019,4-2019,1,0
8,wiki4HE Data Set,913,Social,53,5/4/2015,Yes,47677,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,"[['Universitat Oberta de Catalunya', 'Barcelona', 'Spain', 'ESP']]",2015,5-2015,5,48389
9,Twin gas sensor arrays Data Set,640,Computer,480000,5/19/2016,No,47611,1,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"[['Institute for Bioengineering of Catalonia', 'Barcelona', 'Spain', 'ESP'], ['Institute of Bioengineering of Catalonia (IBEC)', 'Barcelona', 'Spain', 'ESP']]",2016,5-2016,4,307200000
10,Activities of Daily Living (ADLs) Recognition Using Binary Sensors Data Set,2747,Computer,0,10/28/2013,No,90872,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,"[['Carlos III University of Madrid', 'Madrid', 'Spain', 'ESP']]",2013,10-2013,7,0
12,sEMG for Basic Hand movements Data Set,3000,Life,2500,11/18/2014,No,68041,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Technological Educational Institute of Epirus', 'Epirus', 'Greece', 'GRC']]",2014,11-2014,6,7500000
13,Poker Hand Data Set,1025010,Game,11,1/1/2007,No,609688,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Carleton University', 'Ottawa', 'Canada', 'CAN']]",2007,1-2007,13,11275110
14,Cylinder Bands Data Set,512,Physical,39,8/1/1995,Yes,77223,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,"[['RR Donnelley & Sons Co.', 'Gallatin, TN', 'United States', 'USA']]",1995,8-1995,25,19968
15,Grammatical Facial Expressions Data Set,27965,Computer,100,10/6/2014,No,71847,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['University of S„o Paulo', 'Sao Paulo', 'Brazil', 'BRA']]",2014,10-2014,6,2796500
16,Post-Operative Patient Data Set,90,Life,8,6/1/1993,Yes,106177,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['University of Kansas', 'Kansas City, KS', 'United States', 'USA'], ['University of Missouri', 'Columbia, MO', 'United States', 'USA']]",1993,6-1993,27,720
17,Gas sensor array under dynamic gas mixtures Data Set,4178504,Computer,19,3/20/2015,No,52895,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"[['University of California, San Diego', 'San Diego, CA', 'United States', 'USA']]",2015,3-2015,5,79391576
18,"3D Road Network (North Jutland, Denmark) Data Set",434874,Computer,4,4/16/2013,No,187989,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"[['Aarhus University', 'Aarhus', 'Denmark', 'DNK']]",2013,4-2013,7,1739496
19,Residential Building Data Set Data Set,372,Computer,105,2/19/2018,No,45780,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['The Ohio State University', 'Columbus, OH', 'United States', 'USA']]",2018,2-2018,2,39060
20,Open University Learning Analytics dataset Data Set,0,Computer,0,12/21/2015,Yes,62991,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,"[['The Open University', 'Milton Keynes', 'United Kingdom', 'GBR']]",2015,12-2015,5,0
21,University of Tehran Question Dataset 2016 (UTQD.2016) Data Set,1175,Other,3,9/27/2017,Yes,12470,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['University of Tehran', 'Tehran', 'Iran', 'IRN'], ['Amirkabir University of Technology', 'Tehran', 'Iran', 'IRN']]",2017,9-2017,3,3525
22,Heart Disease Data Set,303,Life,75,7/1/1988,Yes,1270649,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,"[['University Hospital', 'Zurich', 'Switzerland', 'CHE'], ['University of California, Irvine', 'Irvine, CA', 'United States', 'USA'], ['Hungarian Institute of Cardiology', 'Budapest', 'Hungary', 'HUN']]",1988,7-1988,32,22725
23,Forest Fires Data Set,517,Physical,13,2/29/2008,No,901139,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['University of Minho', 'Minho', 'Portugal', 'PRT']]",2008,2-2008,12,6721
24,Kitsune Network Attack Dataset Data Set,27170754,Computer,115,10/16/2019,No,114874,1,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,"[['Ben-Gurion University of the Negev', 'Beersheba', 'Israel', 'ISR']]",2019,10-2019,1,3124636710
25,TTC-3600: Benchmark dataset for Turkish text categorization Data Set,3600,Computer,4814,2/8/2017,No,14579,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,"[['Celal Bayar University', 'Manisa', 'Turkey', 'TUR']]",2017,2-2017,3,17330400
26,Container Crane Controller Data Set Data Set,15,Computer,3,1/1/2018,No,30460,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"[['Universidade Nove de Julho', 'Sao Paulo', 'Brazil', 'BRA'], ['University of S„o Paulo', 'Sao Paulo', 'Brazil', 'BRA']]",2018,1-2018,2,45
27,REALDISP Activity Recognition Dataset Data Set,1419,Computer,120,7/25/2014,No,44901,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Granada', 'Granada', 'Spain', 'ESP']]",2014,7-2014,6,170280
28,Condition Based Maintenance of Naval Propulsion Plants Data Set,11934,Computer,16,9/11/2014,No,58896,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['Universite degli Studi di Genova', 'Genoa', 'Italy', 'ITA'], ['University of Genoa', 'Genoa', 'Italy', 'ITA']]",2014,9-2014,6,190944
29,Quadruped Mammals Data Set,0,Life,72,8/25/1992,No,66719,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Stanford University', 'Stanford, CA', 'United States', 'USA']]",1992,8-1992,28,0
30,Air Quality Data Set,9358,Computer,15,3/23/2016,Yes,437733,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['Italian National Agency for New Technologies, Energy and Sustainable Economic Development', 'Rome', 'Italy', 'ITA']]",2016,3-2016,4,140370
31,Spoken Arabic Digit Data Set,8800,Other,13,9/13/2010,No,77922,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Al-Jouf University', 'Sakaka', 'Saudi Arabia', 'SAU'], ['University of Badji-Mokhtar', 'Annaba', 'Algeria', 'DZA']]",2010,9-2010,10,114400
32,Image Segmentation Data Set,2310,Other,19,11/1/1990,No,198808,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Massachusetts', 'Amherst, MA', 'United States', 'USA']]",1990,11-1990,30,43890
33,Breast Cancer Wisconsin (Diagnostic) Data Set,569,Life,32,11/1/1995,No,1292735,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of South Carolina', 'Columbia, SC', 'United States', 'USA'], ['University of Wisconsin', 'Madison, WI', 'United States', 'USA']]",1995,11-1995,25,18208
34,MAGIC Gamma Telescope Data Set,19020,Physical,11,5/1/2007,No,115046,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Institute of Computer Science (ICS) of the Academy of Sciences of the Czech Republic', 'Prague', 'Czech Republic', 'CZE']]",2007,5-2007,13,209220
35,Teaching Assistant Evaluation Data Set,151,Other,5,6/7/1997,No,161779,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['University of South Carolina', 'Columbia, SC', 'United States', 'USA'], ['University of Wisconsin', 'Madison, WI', 'United States', 'USA']]",1997,6-1997,23,755
36,Skin Segmentation Data Set,245057,Computer,4,7/17/2012,No,203490,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Qeexo Company', 'Mountain View, CA', 'United States', 'USA']]",2012,7-2012,8,980228
37,Australian Sign Language signs Data Set,6650,Other,15,4/20/1999,No,100030,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,1,0,0,0,0,0,0,0,2,"[['University of Sydney', 'Sydney', 'Australia', 'AUS'], ['University of New South Wales', 'Sydney', 'Australia', 'AUS']]",1999,4-1999,21,99750
38,Mobile Robots Data Set,0,Computer,0,7/15/1995,No,73865,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0,1,0,3,"[['University of Dortmund', 'Dortmund', 'Germany', 'DEU']]",1995,7-1995,25,0
39,Mammographic Mass Data Set,961,Life,6,10/29/2007,Yes,172853,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['University Erlangen-Nuremberg', 'Erlangen', 'Germany', 'DEU']]",2007,10-2007,13,5766
40,WESAD (Wearable Stress and Affect Detection) Data Set,63000000,Computer,12,9/14/2018,No,37700,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"[['Robert Bosch GmbH', 'Gerlingen', 'Germany', 'DEU']]",2018,9-2018,2,756000000
41,KEGG Metabolic Relation Network (Directed) Data Set,53414,Life,24,11/28/2011,No,56566,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,1,2,"[['Mohammad Ali Jinnah University', 'Islamabad', 'Pakistan', 'PAK'], ['Pir Mehr Ali Shah Arid Agriculture University Rawalpinid', 'Rawalpindi', 'Pakistan', 'PAK']]",2011,11-2011,9,1281936
42,PANDOR Data Set,0,Life,0,10/2/2018,No,14453,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"[['UniversitÈ Grenoble Alpes', 'Grenoble', 'France', 'FRA']]",2018,10-2018,2,0
44,AutoUniv Data Set,0,Other,0,11/3/2010,No,58967,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,"[['Ulster University', 'Belfast', 'Ireland', 'IRL']]",2010,11-2010,10,0
45,Parkinson Disease Spiral Drawings Using Digitized Graphics Tablet Data Set,77,Computer,7,7/20/2017,No,44869,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,"[['Bahcesehir University', 'Istanbul', 'Turkey', 'TUR'], ['Istanbul University', 'Istanbul ', 'Turkey', 'TUR']]",2017,7-2017,3,539
47,extention of Z-Alizadeh sani dataset Data Set,303,Life,59,11/17/2017,No,11366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Deakin University', 'Victoria', 'Australia', 'AUS'], ['Iran University', 'Tehran', 'Iran', 'IRN']]",2017,11-2017,3,17877
48,HIGGS Data Set,11000000,Physical,28,2/12/2014,No,149351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",2014,2-2014,6,308000000
49,Hepatitis C Virus (HCV) for Egyptian patients Data Set,1385,Life,29,9/30/2019,No,47175,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Ain Shams University', 'Cairo', 'Egypt', 'EGY']]",2019,9-2019,1,40165
50,LED Display Domain Data Set,0,Computer,7,11/10/1988,No,69411,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Wadsworth International Group', 'Belmont, CA', 'United States', 'USA']]",1988,11-1988,32,0
51,Opinion Corpus for Lebanese Arabic Reviews (OCLAR) Data Set,3916,Computer,3916,6/17/2019,No,4065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Lebanese University', 'Beirut', 'Lebanon', 'LBN']]",2019,6-2019,1,15335056
52,Air Quality Data Set,9358,Computer,15,3/23/2016,Yes,437734,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['Italian National Agency for New Technologies, Energy and Sustainable Economic Development', 'Rome', 'Italy', 'ITA']]",2016,3-2016,4,140370
53,selfBACK Data Set,26136,Computer,6,6/15/2020,No,2998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['Robert Gordon University', 'Aberdeen', 'United Kingdom', 'GBR']]",2020,6-2020,0,156816
54,Wireless Indoor Localization Data Set,2000,Computer,7,12/4/2017,No,44669,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Qeexo Company', 'Mountain View, CA', 'United States', 'USA']]",2017,12-2017,3,14000
55,Ecoli Data Set,336,Life,8,9/1/1996,No,233225,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Osaka University', 'Osaka', 'Japan', 'JPN'], ['University of California, Berkeley', 'Berkeley, CA', 'United States', 'USA']]",1996,9-1996,24,2688
56,HCC Survival Data Set,165,Life,49,11/29/2017,Yes,32639,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['University of Coimbra', 'Coimbra', 'Portugal', 'PRT']]",2017,11-2017,3,8085
57,Hill-Valley Data Set,606,Other,101,3/20/2008,No,71030,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Carleton University', 'Ottawa', 'Canada', 'CAN']]",2008,3-2008,12,61206
58,Reuters Transcribed Subset Data Set,200,Business,0,3/8/2008,No,56978,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['IBM India Research Laboratory', 'New Delhi', 'India', 'IND']]",2008,3-2008,12,0
59,Blood Transfusion Service Center Data Set,748,Business,5,10/3/2008,No,330908,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Chung-Hua University', 'Hsin Chu', 'Taiwan', 'TWN']]",2008,10-2008,12,3740
60,Character Trajectories Data Set,2858,Computer,3,8/20/2008,No,147124,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['University of Edinburgh', 'Edinburgh', 'United Kingdom', 'GBR']]",2008,8-2008,12,8574
61,BLOGGER Data Set,100,Computer,6,7/6/2013,No,81725,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,,2013,7-2013,7,600
62,MHEALTH Dataset Data Set,120,Computer,23,12/7/2014,No,99662,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Granada', 'Granada', 'Spain', 'ESP']]",2014,12-2014,6,2760
63,Victorian Era Authorship Attribution Data Set,93600,Computer,1000,5/31/2018,No,16425,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,,2018,5-2018,2,93600000
64,Census Income Data Set,48842,Social,14,5/1/1996,Yes,451336,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,,1996,5-1996,24,683788
65,EEG Database Data Set,122,Life,4,10/13/1999,Yes,211042,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,3,0,0,0,0,0,0,0,1,0,3,"[['State University of New York Health Center', 'Brooklyn, NY', 'United States', 'USA']]",1999,10-1999,21,488
66,Chess (King-Rook vs. King-Knight) Data Set,0,Game,22,10/3/1988,No,72291,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Carnegie-Mellon University', 'Pittsburgh, PA', 'United States', 'USA']]",1988,10-1988,32,0
67,Heterogeneity Activity Recognition Data Set,43930257,Computer,16,10/26/2015,Yes,102017,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['Carnegie-Mellon University', 'Pittsburgh, PA', 'United States', 'USA'], ['Aarhus University', 'Aarhus', 'Denmark', 'DNK']]",2015,10-2015,5,702884112
68,Nomao Data Set,34465,Computer,120,7/4/2012,Yes,52075,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,2012,7-2012,8,4135800
69,Reuters-21578 Text Categorization Collection Data Set,21578,Other,5,9/26/1997,No,189716,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['AT&T Labs - Research', 'Florham Park, NJ', 'United States', 'USA']]",1997,9-1997,23,107890
70,Alcohol QCM Sensor Dataset Data Set,125,Computer,8,7/22/2019,No,44320,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,"[['Sakarya University', 'Sakarya', 'Turkey', 'TUR'], ['University of Vienna', 'Vienna', 'Austria', 'AUT']]",2019,7-2019,1,1000
71,Airfoil Self-Noise Data Set,1503,Physical,6,3/4/2014,No,130841,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['NASA', 'Washington, DC', 'United States', 'USA'], ['Intelnics', 'Salamanca', 'Spain', 'ESP']]",2014,3-2014,6,9018
74,Devanagari Handwritten Character Dataset Data Set,92000,Computer,0,9/1/2016,No,27994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Rochester Institute of Technology', 'Rochester, NY', 'United States', 'USA']]",2016,9-2016,4,0
75,Daily and Sports Activities Data Set,9120,Computer,5625,7/8/2013,No,188348,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['Bilkent University', 'Ankara', 'Turkey', 'TUR']]",2013,7-2013,7,51300000
76,Document Understanding Data Set,0,Other,0,11/1/1994,No,44459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"[['University of Bari', 'Bari', 'Italy', 'ITA']]",1994,11-1994,26,0
77,Tarvel Review Ratings Data Set,5456,Other,25,12/19/2018,No,51016,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,,2018,12-2018,2,136400
78,Arrhythmia Data Set,452,Life,279,1/1/1998,Yes,315309,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,"[['Bilkent University', 'Ankara', 'Turkey', 'TUR'], ['Baskent University', 'Ankara', 'Turkey', 'TUR']]",1998,1-1998,22,126108
80,Molecular Biology (Promoter Gene Sequences) Data Set,106,Life,58,6/30/1990,No,78137,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of South Carolina', 'Columbia, SC', 'United States', 'USA'], ['University of Wisconsin', 'Madison, WI', 'United States', 'USA']]",1990,6-1990,30,6148
81,Online Handwritten Assamese Characters Dataset Data Set,8235,Computer,0,4/1/2011,No,47303,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Sikkim Manipal Institute of Technology', 'Sikkim', 'India', 'IND'], ['Tezpur University', 'Assam', 'India', 'IND']]",2011,4-2011,9,0
82,Communities and Crime Unnormalized Data Set,2215,Social,147,3/2/2011,Yes,145708,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['La Salle University', 'Philadelphia, PA', 'United States', 'USA']]",2011,3-2011,9,325605
84,Drug consumption (quantified) Data Set,1885,Social,32,10/17/2016,No,128556,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Nottingham', 'Nottingham', 'United Kingdom', 'GBR'], ['University of Leicester', 'Leicester', 'United Kingdom', 'GBR']]",2016,10-2016,4,60320
85,StoneFlakes Data Set,79,Other,8,5/20/2014,Yes,62631,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,"[['University of Passau', 'Passau', 'Germany', 'DEU'], ['The State Museum of Saxony-Anhalt in Halle', 'Langenweiﬂbach', 'Germany', 'DEU']]",2014,5-2014,6,632
86,Relative location of CT slices on axial axis Data Set,53500,Computer,386,7/7/2011,No,56666,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['Ludwig Maximilian University of Munich', 'Munich', 'Germany', 'DEU']]",2011,7-2011,9,20651000
87,Insurance Company Benchmark (COIL 2000) Data Set,9000,Social,86,7/3/2000,No,154830,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,0,1,0,0,0,2,"[['Sentient Machine Research', 'Amsterdam', 'Netherlands', 'NLD']]",2000,7-2000,20,774000
88,Congressional Voting Records Data Set,435,Social,16,4/27/1987,Yes,221074,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Carnegie-Mellon University', 'Pittsburgh, PA', 'United States', 'USA']]",1987,4-1987,33,6960
89,Drug Review Dataset (Drugs.com) Data Set,215063,Life,6,10/4/2018,No,74826,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,"[['University of Kansas', 'Kansas City, KS', 'United States', 'USA'], ['Kansas State University', 'Manhattan, KS', 'United States', 'USA']]",2018,10-2018,2,1290378
90,Yacht Hydrodynamics Data Set,308,Physical,7,1/3/2013,No,95331,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['Technical University of Delft', 'Delft', 'Netherlands', 'NLD']]",2013,1-2013,7,2156
91,OCT data & Color Fundus Images of Left & Right Eyes Data Set,50,Computer,2,11/1/2016,No,15547,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,2016,11-2016,4,100
92,Water Treatment Plant Data Set,527,Physical,38,6/1/1993,No,145232,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,2,"[['Universitat Politecnica de Catalunya', 'Barcelona', 'Spain', 'ESP'], ['Universitat Autonoma de Barcelona', 'Barcelona', 'Spain', 'ESP']]",1993,6-1993,27,20026
94,BLE RSSI Dataset for Indoor localization and Navigation Data Set,6611,Computer,15,1/25/2018,Yes,30121,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,"[['Western Michigan University', 'Kalamazoo, MI', 'United States', 'USA']]",2018,1-2018,2,99165
95,Audit Data Data Set,777,Other,18,7/14/2018,Yes,38552,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['TIET - Thapar Institute of Engineering And Technology', 'Patiala', 'India', 'IND']]",2018,7-2018,2,13986
96,SPECT Heart Data Set,267,Life,22,10/1/2001,No,204736,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Colorado at Denver', 'Denver, CO', 'United States', 'USA'], ['Medical College of Ohio', 'Toledo, OH', 'United States', 'USA']]",2001,10-2001,19,5874
